SEQID,AGEG5LFS,GENDER_R,U01b000A,AS_Numeric_Encoding,U01b000S,U01b000T,PVLIT1,PVNUM1
3125,20-24,Male,31,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,128512,274.41264,280.27039
3127,25-29,Female,6,"4,2,4,2,1,5,3,9",0,18402,221.67549,175.37364
3128,45-49,Female,48,"6,1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,6,10,7,11,8,1,13,2,17,4,2,1,5,3,2,4,1,5,3,1,9",1,161512,329.724,290.06033
3132,45-49,Male,42,"1,12,1,6,10,1,7,11,8,13,1,6,10,1,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,167239,270.87542,262.97132
3136,45-49,Male,31,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,96174,362.51413,322.40025
3140,30-34,Male,22,"1,2,12,14,2,4,1,5,3,1,2,4,1,5,3,2,9",0,96429,320.30182,298.55352
3141,35-39,Male,44,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,2,4,1,5,3,9",0,173315,268.82741,255.70423
3142,35-39,Female,35,"1,6,10,1,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,173139,336.03305,368.49323
3143,45-49,Female,34,"1,18,1,20,1,12,6,10,1,17,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,183423,291.54672,254.87065
3152,20-24,Male,21,"12,1,14,1,2,12,1,3,2,12,1,3,2,12,1,3,1,9",0,141089,265.14095,217.76565
3153,45-49,Female,0,9,0,21477,215.52463,231.80997
3165,55-59,Female,5,"2,1,2,1,9",0,95885,230.795,209.67963
3167,45-49,Female,28,"2,6,10,1,7,11,8,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,122613,288.23154,253.24048
3170,30-34,Female,27,"12,14,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,120434,336.81392,304.66077
3172,35-39,Female,47,"4,1,5,3,1,2,1,2,6,10,7,11,8,14,1,13,4,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,1,2,1,2,4,1,5,3,2,4,1,5,3,1,9",1,194230,282.34858,268.67433
3181,16-19,Male,27,"2,1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,148039,307.80657,263.4799
3184,20-24,Female,22,"2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",0,78693,256.59141,263.81473
3185,60-65,Male,2,"1,9",0,51631,290.3395,298.60942
3186,30-34,Female,58,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,2,1,5,3,1,2,1,2,4,2,1,5,3,1,2,1,2,4,1,5,3,1,9",1,142963,279.50541,259.84306
3187,35-39,Female,59,"1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,2,4,2,1,5,3,1,2,1,2,4,1,5,3,2,17,2,17,2,4,2,1,5,3,4,1,5,3,9",1,176551,349.2141,346.09651
3188,30-34,Male,12,"2,4,2,1,9",0,81978,231.36492,205.94284
3191,20-24,Female,37,"1,6,1,6,1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",1,107806,324.71762,280.31289
3192,20-24,Female,138,"12,1,3,6,1,6,10,1,7,11,8,7,8,13,2,4,2,1,4,2,1,5,3,2,4,1,5,3,2,4,2,1,4,1,5,3,1,2,4,1,5,3,1,6,10,7,11,8,14,1,4,1,5,3,4,2,1,6,10,1,21,6,10,1,7,11,8,7,8,13,2,1,4,1,5,3,1,2,4,1,5,3,1,6,10,1,7,11,8,1,17,1,17,7,11,8,13,2,4,2,1,5,3,1,6,10,1,7,11,8,13,4,1,5,3,1,6,10,14,9",0,395420,325.23648,307.80469
3193,30-34,Male,7,"4,1,5,3,1,9",0,70462,199.3096,179.551
3200,50-54,Female,22,"20,12,20,2,6,26,14,12,19,12,2,4,2,1,5,3,2,12,6,15,16,20,2,9",0,348962,276.8651,246.51283
3202,35-39,Female,29,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,2,1,2,4,1,5,3,2,4,1,5,3,9",1,99834,336.05107,328.04377
3205,25-29,Male,36,"1,2,6,1,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,127062,349.59041,326.6581
3209,20-24,Male,22,"2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",0,109452,255.64398,262.37347
3211,60-65,Female,8,"6,10,1,14,9",0,49904,275.10285,238.46188
3217,20-24,Female,30,"2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,69410,239.2859,206.5172
3227,60-65,Male,8,"1,12,20,9",0,111208,269.227,252.57108
3246,25-29,Female,0,9,0,34552,284.04978,287.02663
3249,20-24,Female,5,"12,1,14,9",0,55605,250.98602,224.13711
3258,30-34,Male,40,"6,10,7,11,8,1,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,1,9",1,170112,357.23719,307.10381
3259,16-19,Male,11,"4,2,1,2,4,2,1,5,3,1,9",0,35038,218.13076,208.31313
3260,60-65,Male,37,"2,15,16,6,10,7,11,8,14,1,13,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,2,1,2,4,1,5,3,2,4,1,5,3,9",1,160015,315.45295,282.53608
3261,55-59,Female,12,"2,12,1,3,1,2,1,2,1,9",0,98415,294.63396,235.63626
3262,50-54,Female,26,"4,1,5,3,2,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",0,195517,295.84295,282.61165
3264,50-54,Male,1,"1,9",0,68930,219.65065,226.04888
3265,40-44,Female,24,"6,10,1,7,11,8,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,146689,323.00796,331.65965
3270,25-29,Male,51,"15,16,6,10,7,11,8,15,16,14,1,13,1,6,10,1,21,6,10,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,259535,303.05915,289.9513
3277,60-65,Male,37,"1,12,1,6,10,7,11,8,1,13,2,1,2,4,2,1,5,3,2,1,2,4,1,5,3,2,1,2,4,1,5,3,2,9",1,183646,352.46525,328.82127
3278,55-59,Female,7,"2,6,24,1,6,30,9",0,37469,256.55841,250.17302
3279,16-19,Male,0,9,0,11275,240.65304,222.77998
3281,16-19,Male,50,"6,10,7,11,8,7,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,4,2,1,2,4,2,1,2,4,1,5,3,2,4,1,5,3,4,1,5,3,1,2,4,2,1,5,3,9",1,140298,302.121,285.4804
3282,20-24,Female,63,"2,1,6,10,1,7,11,8,13,6,10,7,11,8,13,2,4,2,1,4,1,5,3,4,1,5,3,2,4,2,1,2,4,2,1,4,2,4,1,5,3,2,4,2,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,207029,308.00908,258.47715
3283,25-29,Male,30,"4,1,5,3,2,4,1,5,3,2,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,124199,226.83244,176.8165
3289,40-44,Male,36,"2,12,17,25,2,12,7,11,8,25,2,12,7,11,8,25,2,12,7,11,8,25,2,12,7,11,8,25,2,12,7,11,8,25,9",0,212221,243.10085,204.08846
3293,50-54,Female,10,"1,6,10,7,11,8,14,1,13,9",0,103615,308.98741,270.5022
3302,40-44,Female,2,"2,1,9",0,60179,252.07165,207.37896
3304,30-34,Male,32,"6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,156073,313.3382,333.44356
3310,60-65,Male,47,"2,1,6,10,7,11,8,14,1,13,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,4,1,5,3,1,18,9",1,233555,345.75754,266.06499
3315,45-49,Female,15,"1,12,6,10,7,11,8,7,8,14,1,13,9",0,101525,250.49044,237.9867
3319,20-24,Male,30,"2,6,10,14,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,115706,247.13369,202.29016
3320,30-34,Female,20,"12,1,12,15,16,12,19,12,14,9",0,115146,273.30743,252.75039
3323,45-49,Female,50,"2,1,6,10,7,11,8,14,1,7,8,15,13,1,12,6,15,16,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,229593,335.3439,302.35131
3328,35-39,Male,48,"1,6,10,1,7,11,8,13,1,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,1,2,1,9",1,196189,338.17524,345.47158
3331,16-19,Female,29,"2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,1,4,1,5,3,1,2,4,2,1,5,3,4,1,5,3,9",0,70860,295.71375,249.59728
3336,60-65,Female,61,"12,14,12,19,12,1,3,2,12,1,3,1,2,12,19,7,8,7,8,7,8,7,8,7,8,6,7,8,10,7,8,7,11,8,14,1,2,12,13,1,6,10,1,21,1,18,1,4,2,1,5,3,9",0,346565,296.59878,222.91015
3341,30-34,Male,0,9,0,17170,165.5234,145.6365
3343,20-24,Female,33,"12,14,12,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,9",1,191504,296.21476,247.71728
3352,25-29,Female,19,"4,1,5,3,4,1,5,3,4,1,5,3,4,1,5,3,4,2,1,4,1,5,3,9",0,52795,286.38751,230.45824
3353,25-29,Male,12,"2,6,2,12,1,3,2,9",0,134372,292.11195,310.76159
3356,35-39,Male,21,"2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",0,118838,219.67573,203.21378
3363,16-19,Female,28,"2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,4,2,1,2,4,2,1,5,3,4,1,5,3,9",0,38327,234.61463,196.82624
3365,60-65,Male,11,"4,2,1,5,3,4,1,5,3,4,2,1,5,3,9",0,60483,284.73384,276.61183
3366,25-29,Female,34,"6,10,7,11,8,14,1,15,16,1,13,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,129252,324.04549,294.90373
3372,25-29,Female,15,"4,1,5,3,2,1,2,9",0,97159,242.63254,208.25593
3374,20-24,Female,30,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,99130,257.35769,234.94902
3375,20-24,Male,55,"1,6,2,12,1,14,6,10,1,7,11,8,13,1,6,10,17,7,11,8,23,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,178559,273.25235,300.31931
3376,30-34,Male,27,"6,10,1,7,11,8,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,159517,341.18412,322.24017
3380,30-34,Male,57,"1,6,10,7,8,14,1,6,10,7,11,8,14,1,2,6,10,7,11,8,14,1,13,6,10,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,184071,262.83383,275.42076
3387,45-49,Female,40,"1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,171212,357.74144,333.83861
3390,16-19,Female,36,"2,4,2,1,5,3,2,12,14,12,19,6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,20,9",0,206482,218.70989,202.37872
3399,35-39,Female,37,"1,6,10,1,7,11,8,13,6,10,1,7,11,8,23,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,119122,376.00795,334.54821
3407,35-39,Male,52,"1,6,10,7,11,8,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,1,2,1,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,1,9",1,133511,292.02867,286.52867
3411,20-24,Female,126,"2,1,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,6,10,7,8,1,7,8,7,8,1,7,29,28,24,23,17,28,24,23,17,8,13,1,6,10,1,15,16,1,14,1,4,1,5,3,4,2,1,5,3,4,2,1,5,3,4,1,5,3,6,10,7,11,8,23,1,4,1,5,3,1,2,4,1,5,3,1,15,16,1,15,16,15,16,6,10,15,16,7",0,274953,281.19896,259.83421
3416,16-19,Male,75,"2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,10,1,7,8,7,11,8,13,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,9",1,167299,251.5246,244.2438
3419,55-59,Female,31,"6,10,7,11,8,7,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,91149,296.63369,266.966
3423,55-59,Female,0,9,0,40672,223.07637,195.08703
3424,35-39,Male,5,"2,1,9",0,63308,261.01291,234.52016
3425,25-29,Female,2,"1,9",0,67115,222.42232,206.95534
3427,20-24,Male,62,"4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,15,16,12,6,10,7,11,8,14,1,13,6,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,175192,286.37906,212.52463
3441,45-49,Male,41,"4,15,16,2,6,10,7,11,8,14,1,13,4,2,1,5,3,4,2,1,5,3,4,1,5,3,4,1,5,3,1,2,4,1,5,3,9",1,264128,286.07824,281.05814
3445,60-65,Male,26,"2,6,10,7,11,8,14,1,7,8,13,4,2,1,5,3,4,1,5,3,4,1,5,3,9",1,236839,296.48038,291.22794
3450,30-34,Male,19,"2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,9",0,81985,253.59404,230.64642
3451,55-59,Male,1,"1,9",0,52650,261.6659,255.19147
3454,16-19,Female,3,"4,1,5,3,9",0,33079,125.39264,115.23767
3457,30-34,Female,19,"12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",0,144769,263.5138,264.9678
3458,16-19,Male,14,"2,1,2,9",0,108182,227.76661,226.20948
3462,35-39,Female,62,"6,10,1,14,1,6,10,7,11,8,13,1,6,10,7,11,8,13,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,6,9",1,193785,343.21939,319.95836
3466,50-54,Female,111,"2,1,2,12,7,8,7,8,7,8,12,7,8,7,8,12,7,8,12,19,7,8,7,8,12,7,8,7,8,7,8,7,8,12,7,8,7,8,7,8,6,7,8,27,7,8,7,8,6,7,8,7,8,10,7,8,7,8,7,8,7,8,12,7,8,12,7,8,12,7,8,1,3,2,12,2,12,15,12,2,12,2,12,2,12,2,12,3,2,12,1,3,2,6,12,14,2,12,14,12,9",0,1058034,244.49016,210.16623
3470,30-34,Female,0,9,0,5015,238.44052,185.9804
3472,20-24,Female,44,"1,6,10,1,7,11,8,13,1,18,1,12,18,6,1,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,195896,267.98503,244.18675
3480,45-49,Female,26,"4,1,6,10,7,11,8,14,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,135932,244.22598,193.4349
3486,30-34,Male,31,"6,10,1,7,11,8,13,2,12,1,3,2,12,1,3,2,12,1,3,1,2,9",1,149242,349.34134,390.9831
3487,50-54,Female,49,"6,10,7,8,7,11,8,14,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,6,10,1,7,11,8,7,8,2,4,1,5,3,2,4,1,5,3,9",1,223829,313.44798,291.9169
3493,16-19,Female,47,"12,3,1,6,10,7,8,1,7,11,8,7,8,13,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,79573,310.18885,270.78839
3499,35-39,Female,70,"1,6,10,1,7,11,8,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,15,16,15,16,1,16,1,15,9",1,172807,374.96015,363.97247
3509,45-49,Female,58,"2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,15,16,2,1,2,4,1,5,3,1,2,4,1,5,3,1,20,2,1,4,1,5,3,1,9",0,175658,304.73736,267.04043
3510,50-54,Male,30,"2,6,10,7,11,8,14,1,13,2,4,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,9",1,185621,286.28456,275.30189
3512,25-29,Female,50,"1,6,10,7,11,8,1,13,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,109495,270.1074,278.02728
3517,50-54,Male,41,"2,6,10,7,11,8,14,1,13,2,1,2,1,2,1,2,1,6,9",0,179389,276.54623,279.8223
3520,60-65,Female,22,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,252187,267.50811,250.99861
3523,20-24,Male,32,"2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,111198,240.21694,238.26514
3526,30-34,Female,44,"6,1,2,6,10,17,2,17,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,180623,284.3895,236.4397
3533,30-34,Female,37,"6,10,7,11,8,14,2,12,15,16,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,4,1,4,1,5,3,2,4,1,5,3,9",0,143670,233.88801,253.98337
3537,40-44,Female,3,"1,9",0,47654,192.78535,188.76385
3538,50-54,Female,38,"1,2,4,2,1,4,2,1,5,3,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,4,1,5,3,1,9",0,210344,267.11285,273.80382
3541,50-54,Female,43,"6,10,7,11,8,14,1,13,2,1,2,4,1,5,3,2,6,10,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,143447,326.75229,296.5941
3544,16-19,Female,35,"6,10,7,11,8,14,1,14,1,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,169145,307.35948,253.74553
3546,60-65,Female,39,"2,1,6,10,7,11,8,14,15,16,1,15,16,13,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,159321,273.76876,247.30431
3548,16-19,Female,64,"1,2,1,12,6,10,7,11,8,14,1,13,1,6,10,7,11,8,1,13,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,2,4,1,5,3,2,4,1,5,3,1,2,4,2,1,5,3,2,4,1,5,3,9",1,142734,268.35118,229.16877
3550,50-54,Male,6,"2,18,1,2,18,9",0,46770,261.26002,242.45105
3554,35-39,Male,1,"1,9",0,25909,233.14299,208.72636
3556,55-59,Female,20,"12,1,2,6,27,1,6,10,1,14,7,8,9",0,113529,260.56477,223.61406
3566,50-54,Female,47,"1,6,10,14,1,6,10,7,11,8,14,1,14,1,14,1,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,200673,356.88307,322.56537
3577,55-59,Female,63,"1,2,12,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,1,9",1,285615,330.48269,312.76975
3580,50-54,Female,9,"2,1,9",0,73725,286.98096,256.78143
3584,60-65,Female,2,"2,1,9",0,28645,278.17745,246.11228
3585,35-39,Female,23,"2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,65727,247.24695,217.12877
3587,60-65,Female,12,"2,1,18,1,9",0,182076,208.77525,171.33291
3591,16-19,Female,34,"4,2,1,12,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,4,2,1,9",0,143927,286.94696,234.95727
3592,60-65,Female,29,"1,2,12,1,14,1,6,10,7,11,8,14,1,13,2,6,2,6,10,1,3,9",0,334747,228.20435,174.08778
3596,20-24,Female,46,"12,15,16,15,16,12,6,10,15,16,1,7,11,8,13,2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,2,1,9",1,189949,345.30445,253.58282
3598,60-65,Male,19,"4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",0,77168,318.6598,311.51743
3600,55-59,Male,0,9,0,12780,225.03257,200.43506
3602,30-34,Female,34,"1,6,10,7,11,8,1,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,120678,380.33161,370.93607
3605,40-44,Male,44,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,6,10,7,11,8,1,13,2,4,2,1,5,3,4,1,5,3,9",1,153735,417.00787,373.57489
3611,55-59,Female,23,"2,4,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,69753,230.55303,237.48697
3612,20-24,Male,39,"6,10,7,11,8,14,1,13,6,10,1,7,11,8,23,1,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,129258,319.72038,298.11258
3613,50-54,Female,28,"2,12,6,10,7,11,8,14,1,13,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,173471,255.0882,257.21725
3621,55-59,Male,36,"2,12,1,14,1,12,6,10,7,11,8,14,1,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,194727,350.65487,308.2083
3625,25-29,Female,54,"6,12,14,6,10,7,8,14,1,6,10,1,7,8,7,8,7,11,8,13,2,4,2,1,5,3,2,6,10,7,11,8,13,2,4,1,5,3,2,4,2,1,2,4,1,5,3,2,4,2,1,5,3,1,4,1,5,3,9",0,161662,273.83364,256.85487
3627,40-44,Female,1,"1,9",0,35968,246.39713,259.48232
3630,40-44,Male,0,9,0,5101,169.72144,179.68962
3631,35-39,Male,34,"1,6,18,6,10,7,11,8,1,13,12,18,12,19,20,1,2,4,2,1,5,3,2,12,1,3,2,12,1,3,2,9",1,294076,295.86448,260.8889
3632,50-54,Female,23,"15,16,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",0,110826,268.20771,227.40346
3633,45-49,Female,36,"1,6,10,7,11,8,1,13,2,6,10,1,3,2,6,10,1,3,2,6,10,1,3,2,6,10,1,3,2,6,10,1,3,1,9",1,126741,355.1265,296.35153
3634,35-39,Male,25,"6,10,7,11,8,14,1,13,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,135573,265.85599,242.16504
3642,30-34,Male,63,"1,15,1,16,1,12,19,6,10,1,7,11,8,13,1,2,4,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,10,1,13,1,2,4,1,5,3,4,1,5,3,4,1,5,3,1,6,10,1,21,9",0,180285,344.26495,334.06432
3650,40-44,Male,35,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,124936,256.36066,297.90441
3652,50-54,Male,0,9,0,33410,263.36421,274.55034
3653,60-65,Male,31,"12,14,6,10,7,11,8,14,1,13,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,2,12,1,3,9",1,303495,252.21391,250.06282
3655,45-49,Male,44,"1,6,10,1,7,11,8,1,13,2,4,2,1,5,3,2,1,6,10,7,11,8,13,1,2,4,2,1,5,3,2,4,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,126654,348.7987,308.35846
3657,60-65,Female,0,9,0,42740,234.66874,224.6046
3659,55-59,Female,54,"1,20,6,1,2,4,2,1,6,10,7,11,8,14,1,13,6,10,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,1,9",1,288842,338.52966,317.93497
3666,45-49,Female,48,"6,10,7,11,8,14,1,13,2,6,10,1,3,2,6,10,1,3,2,6,10,1,3,1,2,6,10,1,3,2,6,10,1,3,1,9",1,160276,305.04542,298.17394
3669,40-44,Female,25,"2,4,1,5,3,2,20,1,15,1,9",0,271077,260.15095,225.66492
3671,16-19,Male,21,"2,6,10,7,11,8,14,1,13,12,6,10,7,11,8,1,13,6,26,18,9",0,121794,252.91017,258.41027
3672,50-54,Male,10,"1,15,2,9",0,93097,235.17383,264.7361
3673,40-44,Male,47,"2,6,10,7,11,8,14,7,11,8,1,7,29,8,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,9",1,213498,222.38761,218.17312
3675,20-24,Male,11,"1,2,4,2,1,9",0,70019,218.60008,209.83014
3678,60-65,Female,68,"33,2,12,1,14,1,2,9,22,1,12,14,1,2,1,6,10,7,11,8,1,13,2,4,1,5,3,1,2,4,1,5,3,1,2,4,2,1,5,3,1,2,4,1,5,3,1,2,4,1,5,3,1,2,1,2,4,1,5,3,1,9",1,233121,303.81269,271.70277
3684,50-54,Female,59,"2,1,6,1,6,1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,1,6,10,1,14,7,11,8,13,4,2,1,5,3,4,1,5,3,9",1,231929,369.37345,342.93931
3685,40-44,Male,33,"1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,9",1,145336,329.27945,340.04597
3686,55-59,Male,22,"6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,1,5,3,2,1,9",0,218957,277.89173,271.49425
3688,30-34,Male,0,9,0,17385,193.82407,218.34365
3689,35-39,Male,31,"1,6,10,1,7,11,8,13,2,4,2,1,5,3,2,4,2,1,5,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,74030,291.83185,287.12619
3691,60-65,Female,1,"1,9",0,40961,263.55477,205.86452
3698,55-59,Female,25,"12,6,10,7,11,8,14,1,13,14,2,1,18,9",0,141307,286.14488,268.20404
3704,35-39,Male,16,"6,10,17,7,11,8,14,1,13,4,2,1,9",0,120414,218.98416,218.76539
3708,25-29,Male,49,"2,1,6,10,7,11,8,14,1,13,1,15,1,16,1,15,2,1,16,4,2,1,5,3,2,4,1,5,3,2,4,1,5,3,9",1,136530,295.64493,286.35909
